ArticleId,Name_x,Address,District,Institution Type,Women,Minority,Random,Name_y,State,Programme,University,Level of Course,Course,Shift,FullTime/PartTime,Intake,Enrollment,Placement
1-7001642452,UNIVERSITY INSTITUTE OF TECHNOLOGY RGPV SHAHDOL,"VILLAGE CHHATWAI, TEHSIL SUHAGPUR, DISTT.: SHAHDOL (M.P.)  484001",SHAHDOL,Government,N,N,1-4839845501,UNIVERSITY INSTITUTE OF TECHNOLOGY RGPV SHAHDOL,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,MECHANICAL ENGINEERING,1st Shift,FULL TIME,60,,
1-7001642452,UNIVERSITY INSTITUTE OF TECHNOLOGY RGPV SHAHDOL,"VILLAGE CHHATWAI, TEHSIL SUHAGPUR, DISTT.: SHAHDOL (M.P.)  484001",SHAHDOL,Government,N,N,1-4839845501,UNIVERSITY INSTITUTE OF TECHNOLOGY RGPV SHAHDOL,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,MINING ENGINEERING,1st Shift,FULL TIME,60,,
1-7001710190,MILLENNIUM INSTITUTE OF TECHNOLOGY,"NATHU BARKHERA ROAD, NEAR NEELBAD, BHOPAL",BHOPAL,Private-Self Financing,N,N,1-11405511,MILLENNIUM INSTITUTE OF TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",DIPLOMA,AIRCRAFT MAINTENANCE ENGINEERING,1st Shift,FULL TIME,60,,
1-7001710190,MILLENNIUM INSTITUTE OF TECHNOLOGY,"NATHU BARKHERA ROAD, NEAR NEELBAD, BHOPAL",BHOPAL,Private-Self Financing,N,N,1-11405511,MILLENNIUM INSTITUTE OF TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",DIPLOMA,CIVIL ENGINEERING,1st Shift,FULL TIME,120,,
1-7001710190,MILLENNIUM INSTITUTE OF TECHNOLOGY,"NATHU BARKHERA ROAD, NEAR NEELBAD, BHOPAL",BHOPAL,Private-Self Financing,N,N,1-11405511,MILLENNIUM INSTITUTE OF TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",DIPLOMA,MECHANICAL ENGINEERING,1st Shift,FULL TIME,60,,
1-7001710190,MILLENNIUM INSTITUTE OF TECHNOLOGY,"NATHU BARKHERA ROAD, NEAR NEELBAD, BHOPAL",BHOPAL,Private-Self Financing,N,N,1-11405511,MILLENNIUM INSTITUTE OF TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",POST GRADUATE,COMPUTER SCIENCE & ENGINEERING,1st Shift,FULL TIME,18,,
1-7001710190,MILLENNIUM INSTITUTE OF TECHNOLOGY,"NATHU BARKHERA ROAD, NEAR NEELBAD, BHOPAL",BHOPAL,Private-Self Financing,N,N,1-11405511,MILLENNIUM INSTITUTE OF TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",POST GRADUATE,CONSTRUCTION TECHNOLOGY AND MANAGEMENT,1st Shift,FULL TIME,24,,
1-7001710190,MILLENNIUM INSTITUTE OF TECHNOLOGY,"NATHU BARKHERA ROAD, NEAR NEELBAD, BHOPAL",BHOPAL,Private-Self Financing,N,N,1-11405511,MILLENNIUM INSTITUTE OF TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",POST GRADUATE,MACHINE DESIGN,1st Shift,FULL TIME,24,,
1-7001710190,MILLENNIUM INSTITUTE OF TECHNOLOGY,"NATHU BARKHERA ROAD, NEAR NEELBAD, BHOPAL",BHOPAL,Private-Self Financing,N,N,1-11405511,MILLENNIUM INSTITUTE OF TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",POST GRADUATE,THERMAL ENGINEERING,1st Shift,FULL TIME,18,,
1-7001710190,MILLENNIUM INSTITUTE OF TECHNOLOGY,"NATHU BARKHERA ROAD, NEAR NEELBAD, BHOPAL",BHOPAL,Private-Self Financing,N,N,1-11405511,MILLENNIUM INSTITUTE OF TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,1st Shift,FULL TIME,30,,
1-7001710190,MILLENNIUM INSTITUTE OF TECHNOLOGY,"NATHU BARKHERA ROAD, NEAR NEELBAD, BHOPAL",BHOPAL,Private-Self Financing,N,N,1-11405511,MILLENNIUM INSTITUTE OF TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,CIVIL ENGINEERING,1st Shift,FULL TIME,90,,
1-7001710190,MILLENNIUM INSTITUTE OF TECHNOLOGY,"NATHU BARKHERA ROAD, NEAR NEELBAD, BHOPAL",BHOPAL,Private-Self Financing,N,N,1-11405511,MILLENNIUM INSTITUTE OF TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,1st Shift,FULL TIME,90,,
1-7001710190,MILLENNIUM INSTITUTE OF TECHNOLOGY,"NATHU BARKHERA ROAD, NEAR NEELBAD, BHOPAL",BHOPAL,Private-Self Financing,N,N,1-11405511,MILLENNIUM INSTITUTE OF TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,MECHANICAL ENGINEERING,1st Shift,FULL TIME,90,,
1-7001710190,MILLENNIUM INSTITUTE OF TECHNOLOGY,"NATHU BARKHERA ROAD, NEAR NEELBAD, BHOPAL",BHOPAL,Private-Self Financing,N,N,1-11405511,MILLENNIUM INSTITUTE OF TECHNOLOGY,Madhya Pradesh,MANAGEMENT,"Barkatullah University, Bhopal",POST GRADUATE,MBA,1st Shift,FULL TIME,180,,
1-7001710190,MILLENNIUM INSTITUTE OF TECHNOLOGY,"NATHU BARKHERA ROAD, NEAR NEELBAD, BHOPAL",BHOPAL,Private-Self Financing,N,N,1-11405511,MILLENNIUM INSTITUTE OF TECHNOLOGY,Madhya Pradesh,MANAGEMENT,"Barkatullah University, Bhopal",POST GRADUATE,MBA,1st Shift,FULL TIME,120,,
1-7001753731,INDORE INSTITUTE OF SCIENCE AND TECHNOLOGY,"DEHRI, OPP IIM, PITHAMPUR ROAD, RAU, INDORE, MADHYA PRADESH",INDORE,Private-Self Financing,N,N,1-4279771,INDORE INSTITUTE OF SCIENCE AND TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",POST GRADUATE,COMPUTER SCIENCE AND ENGINEERING,1st Shift,FULL TIME,18,,
1-7001753731,INDORE INSTITUTE OF SCIENCE AND TECHNOLOGY,"DEHRI, OPP IIM, PITHAMPUR ROAD, RAU, INDORE, MADHYA PRADESH",INDORE,Private-Self Financing,N,N,1-4279771,INDORE INSTITUTE OF SCIENCE AND TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",POST GRADUATE,DIGITAL COMMUNICATIONS,1st Shift,FULL TIME,9,,
1-7001753731,INDORE INSTITUTE OF SCIENCE AND TECHNOLOGY,"DEHRI, OPP IIM, PITHAMPUR ROAD, RAU, INDORE, MADHYA PRADESH",INDORE,Private-Self Financing,N,N,1-4279771,INDORE INSTITUTE OF SCIENCE AND TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",POST GRADUATE,MACHINE DESIGN,1st Shift,FULL TIME,18,,
1-7001753731,INDORE INSTITUTE OF SCIENCE AND TECHNOLOGY,"DEHRI, OPP IIM, PITHAMPUR ROAD, RAU, INDORE, MADHYA PRADESH",INDORE,Private-Self Financing,N,N,1-4279771,INDORE INSTITUTE OF SCIENCE AND TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,CHEMICAL ENGINEERING,1st Shift,FULL TIME,60,,
1-7001753731,INDORE INSTITUTE OF SCIENCE AND TECHNOLOGY,"DEHRI, OPP IIM, PITHAMPUR ROAD, RAU, INDORE, MADHYA PRADESH",INDORE,Private-Self Financing,N,N,1-4279771,INDORE INSTITUTE OF SCIENCE AND TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,CIVIL ENGINEERING,1st Shift,FULL TIME,60,,
1-7001753731,INDORE INSTITUTE OF SCIENCE AND TECHNOLOGY,"DEHRI, OPP IIM, PITHAMPUR ROAD, RAU, INDORE, MADHYA PRADESH",INDORE,Private-Self Financing,N,N,1-4279771,INDORE INSTITUTE OF SCIENCE AND TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,1st Shift,FULL TIME,180,,
1-7001753731,INDORE INSTITUTE OF SCIENCE AND TECHNOLOGY,"DEHRI, OPP IIM, PITHAMPUR ROAD, RAU, INDORE, MADHYA PRADESH",INDORE,Private-Self Financing,N,N,1-4279771,INDORE INSTITUTE OF SCIENCE AND TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,1st Shift,FULL TIME,60,,
1-7001753731,INDORE INSTITUTE OF SCIENCE AND TECHNOLOGY,"DEHRI, OPP IIM, PITHAMPUR ROAD, RAU, INDORE, MADHYA PRADESH",INDORE,Private-Self Financing,N,N,1-4279771,INDORE INSTITUTE OF SCIENCE AND TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,INFORMATION TECHNOLOGY,1st Shift,FULL TIME,60,,
1-7001753731,INDORE INSTITUTE OF SCIENCE AND TECHNOLOGY,"DEHRI, OPP IIM, PITHAMPUR ROAD, RAU, INDORE, MADHYA PRADESH",INDORE,Private-Self Financing,N,N,1-4279771,INDORE INSTITUTE OF SCIENCE AND TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,MECHANICAL ENGINEERING,1st Shift,FULL TIME,120,,
1-7001835698,TECHNOCRATS INSTITUTE OF TECHNOLOGY-ADVANCE,"INFRONT OF HATHAIKHEDA DAM, POST PIPLANI, P.B.NO-24, BHEL",BHOPAL,Private-Self Financing,N,N,1-9460541,TECHNOCRATS INSTITUTE OF TECHNOLOGY-ADVANCE,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",POST GRADUATE,COMPUTER SCIENCE AND ENGINEERING(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),1st Shift,FULL TIME,30,,
1-7001835698,TECHNOCRATS INSTITUTE OF TECHNOLOGY-ADVANCE,"INFRONT OF HATHAIKHEDA DAM, POST PIPLANI, P.B.NO-24, BHEL",BHOPAL,Private-Self Financing,N,N,1-9460541,TECHNOCRATS INSTITUTE OF TECHNOLOGY-ADVANCE,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",POST GRADUATE,COMPUTER SCIENCE AND ENGINEERING(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),1st Shift,FULL TIME,30,,
1-7001835698,TECHNOCRATS INSTITUTE OF TECHNOLOGY-ADVANCE,"INFRONT OF HATHAIKHEDA DAM, POST PIPLANI, P.B.NO-24, BHEL",BHOPAL,Private-Self Financing,N,N,1-9460541,TECHNOCRATS INSTITUTE OF TECHNOLOGY-ADVANCE,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",POST GRADUATE,CONSTRUCTION TECHNOLOGY,1st Shift,FULL TIME,30,,
1-7001835698,TECHNOCRATS INSTITUTE OF TECHNOLOGY-ADVANCE,"INFRONT OF HATHAIKHEDA DAM, POST PIPLANI, P.B.NO-24, BHEL",BHOPAL,Private-Self Financing,N,N,1-9460541,TECHNOCRATS INSTITUTE OF TECHNOLOGY-ADVANCE,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,CIVIL ENGINEERING,1st Shift,FULL TIME,60,,
1-7001835698,TECHNOCRATS INSTITUTE OF TECHNOLOGY-ADVANCE,"INFRONT OF HATHAIKHEDA DAM, POST PIPLANI, P.B.NO-24, BHEL",BHOPAL,Private-Self Financing,N,N,1-9460541,TECHNOCRATS INSTITUTE OF TECHNOLOGY-ADVANCE,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,1st Shift,FULL TIME,120,,
1-7001835698,TECHNOCRATS INSTITUTE OF TECHNOLOGY-ADVANCE,"INFRONT OF HATHAIKHEDA DAM, POST PIPLANI, P.B.NO-24, BHEL",BHOPAL,Private-Self Financing,N,N,1-9460541,TECHNOCRATS INSTITUTE OF TECHNOLOGY-ADVANCE,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),1st Shift,FULL TIME,60,,
1-7001835698,TECHNOCRATS INSTITUTE OF TECHNOLOGY-ADVANCE,"INFRONT OF HATHAIKHEDA DAM, POST PIPLANI, P.B.NO-24, BHEL",BHOPAL,Private-Self Financing,N,N,1-9460541,TECHNOCRATS INSTITUTE OF TECHNOLOGY-ADVANCE,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,MECHANICAL ENGINEERING,1st Shift,FULL TIME,60,,
1-7001840270,GYAN GANGA COLLEGE OF TECHNOLOGY,"P.O. TILWARA GHAT, GARHA
NEAR SHAH NALA, TRIPURI WARD,
JABALPUR
482003
MADHYA PRADESH",JABALPUR,Private-Self Financing,N,N,1-8424969,GYAN GANGA COLLEGE OF TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",DIPLOMA,CIVIL ENGINEERING,1st Shift,FULL TIME,60,,
1-7001840270,GYAN GANGA COLLEGE OF TECHNOLOGY,"P.O. TILWARA GHAT, GARHA
NEAR SHAH NALA, TRIPURI WARD,
JABALPUR
482003
MADHYA PRADESH",JABALPUR,Private-Self Financing,N,N,1-8424969,GYAN GANGA COLLEGE OF TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",DIPLOMA,Computer Science and Engineering,1st Shift,FULL TIME,60,,
1-7001840270,GYAN GANGA COLLEGE OF TECHNOLOGY,"P.O. TILWARA GHAT, GARHA
NEAR SHAH NALA, TRIPURI WARD,
JABALPUR
482003
MADHYA PRADESH",JABALPUR,Private-Self Financing,N,N,1-8424969,GYAN GANGA COLLEGE OF TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",DIPLOMA,ELECTRONICS AND COMMUNICATIONS ENGINEERING,1st Shift,FULL TIME,60,,
1-7001840270,GYAN GANGA COLLEGE OF TECHNOLOGY,"P.O. TILWARA GHAT, GARHA
NEAR SHAH NALA, TRIPURI WARD,
JABALPUR
482003
MADHYA PRADESH",JABALPUR,Private-Self Financing,N,N,1-8424969,GYAN GANGA COLLEGE OF TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",DIPLOMA,MECHANICAL ENGINEERING,1st Shift,FULL TIME,60,,
1-7001840270,GYAN GANGA COLLEGE OF TECHNOLOGY,"P.O. TILWARA GHAT, GARHA
NEAR SHAH NALA, TRIPURI WARD,
JABALPUR
482003
MADHYA PRADESH",JABALPUR,Private-Self Financing,N,N,1-8424969,GYAN GANGA COLLEGE OF TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,CIVIL ENGINEERING,1st Shift,FULL TIME,60,,
1-7001840270,GYAN GANGA COLLEGE OF TECHNOLOGY,"P.O. TILWARA GHAT, GARHA
NEAR SHAH NALA, TRIPURI WARD,
JABALPUR
482003
MADHYA PRADESH",JABALPUR,Private-Self Financing,N,N,1-8424969,GYAN GANGA COLLEGE OF TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,1st Shift,FULL TIME,180,,
1-7001840270,GYAN GANGA COLLEGE OF TECHNOLOGY,"P.O. TILWARA GHAT, GARHA
NEAR SHAH NALA, TRIPURI WARD,
JABALPUR
482003
MADHYA PRADESH",JABALPUR,Private-Self Financing,N,N,1-8424969,GYAN GANGA COLLEGE OF TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,ELECTRONICS AND COMMUNICATIONS ENGINEERING,1st Shift,FULL TIME,60,,
1-7001840270,GYAN GANGA COLLEGE OF TECHNOLOGY,"P.O. TILWARA GHAT, GARHA
NEAR SHAH NALA, TRIPURI WARD,
JABALPUR
482003
MADHYA PRADESH",JABALPUR,Private-Self Financing,N,N,1-8424969,GYAN GANGA COLLEGE OF TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,MECHANICAL ENGINEERING,1st Shift,FULL TIME,60,,
1-7001840270,GYAN GANGA COLLEGE OF TECHNOLOGY,"P.O. TILWARA GHAT, GARHA
NEAR SHAH NALA, TRIPURI WARD,
JABALPUR
482003
MADHYA PRADESH",JABALPUR,Private-Self Financing,N,N,1-8424969,GYAN GANGA COLLEGE OF TECHNOLOGY,Madhya Pradesh,MANAGEMENT,"Rani Durgavati Vishwavidyalaya, Jabalpur",POST GRADUATE,MBA,1st Shift,FULL TIME,120,,
1-7001840270,GYAN GANGA COLLEGE OF TECHNOLOGY,"P.O. TILWARA GHAT, GARHA
NEAR SHAH NALA, TRIPURI WARD,
JABALPUR
482003
MADHYA PRADESH",JABALPUR,Private-Self Financing,N,N,1-8424969,GYAN GANGA COLLEGE OF TECHNOLOGY,Madhya Pradesh,MCA,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",POST GRADUATE,MASTERS IN COMPUTER APPLICATIONS,1st Shift,FULL TIME,60,,
1-7001929580,IASSCOM FORTUNE INSTITUTE OF TECHNOLOGY,GRAM RASULIA GOSAI RATIBAD SIKANDARABAD ROAD BHOPAL,BHOPAL,Private-Self Financing,N,N,1-28713251,IASSCOM FORTUNE INSTITUTE OF TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",POST GRADUATE,COMPUTER SCIENCE & ENGINEERING,1st Shift,FULL TIME,18,,
1-7001929580,IASSCOM FORTUNE INSTITUTE OF TECHNOLOGY,GRAM RASULIA GOSAI RATIBAD SIKANDARABAD ROAD BHOPAL,BHOPAL,Private-Self Financing,N,N,1-28713251,IASSCOM FORTUNE INSTITUTE OF TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",POST GRADUATE,DIGITAL COMMUNICATION,1st Shift,FULL TIME,18,,
1-7001929580,IASSCOM FORTUNE INSTITUTE OF TECHNOLOGY,GRAM RASULIA GOSAI RATIBAD SIKANDARABAD ROAD BHOPAL,BHOPAL,Private-Self Financing,N,N,1-28713251,IASSCOM FORTUNE INSTITUTE OF TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,CIVIL ENGINEERING,1st Shift,FULL TIME,60,,
1-7001929580,IASSCOM FORTUNE INSTITUTE OF TECHNOLOGY,GRAM RASULIA GOSAI RATIBAD SIKANDARABAD ROAD BHOPAL,BHOPAL,Private-Self Financing,N,N,1-28713251,IASSCOM FORTUNE INSTITUTE OF TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,1st Shift,FULL TIME,90,,
1-7001929580,IASSCOM FORTUNE INSTITUTE OF TECHNOLOGY,GRAM RASULIA GOSAI RATIBAD SIKANDARABAD ROAD BHOPAL,BHOPAL,Private-Self Financing,N,N,1-28713251,IASSCOM FORTUNE INSTITUTE OF TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,1st Shift,FULL TIME,45,,
1-7001929580,IASSCOM FORTUNE INSTITUTE OF TECHNOLOGY,GRAM RASULIA GOSAI RATIBAD SIKANDARABAD ROAD BHOPAL,BHOPAL,Private-Self Financing,N,N,1-28713251,IASSCOM FORTUNE INSTITUTE OF TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,MECHANICAL ENGINEERING,1st Shift,FULL TIME,60,,
1-7001932426,ITM UNIVERSITY - GWALIOR (SCHOOL OF ENGINEERING & TECHNOLOGY),"ITM UNIVERSITY CAMPUS, NH-75, JHANSI ROAD,",GWALIOR,State Private University,N,N,1-779129551,ITM UNIVERSITY - GWALIOR (SCHOOL OF ENGINEERING & TECHNOLOGY),Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"ITM University , Gwalior",POST GRADUATE,COMMUNICATION SYSTEMS,1st Shift,FULL TIME,9,,
1-7001932426,ITM UNIVERSITY - GWALIOR (SCHOOL OF ENGINEERING & TECHNOLOGY),"ITM UNIVERSITY CAMPUS, NH-75, JHANSI ROAD,",GWALIOR,State Private University,N,N,1-779129551,ITM UNIVERSITY - GWALIOR (SCHOOL OF ENGINEERING & TECHNOLOGY),Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"ITM University , Gwalior",POST GRADUATE,COMPUTER SCIENCE & ENGINEERING,1st Shift,FULL TIME,18,,
1-7001932426,ITM UNIVERSITY - GWALIOR (SCHOOL OF ENGINEERING & TECHNOLOGY),"ITM UNIVERSITY CAMPUS, NH-75, JHANSI ROAD,",GWALIOR,State Private University,N,N,1-779129551,ITM UNIVERSITY - GWALIOR (SCHOOL OF ENGINEERING & TECHNOLOGY),Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"ITM University , Gwalior",POST GRADUATE,PRODUCTION AND INDUSTRIAL ENGINEERING,1st Shift,FULL TIME,9,,
1-7001932426,ITM UNIVERSITY - GWALIOR (SCHOOL OF ENGINEERING & TECHNOLOGY),"ITM UNIVERSITY CAMPUS, NH-75, JHANSI ROAD,",GWALIOR,State Private University,N,N,1-779129551,ITM UNIVERSITY - GWALIOR (SCHOOL OF ENGINEERING & TECHNOLOGY),Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"ITM University , Gwalior",POST GRADUATE,VLSI,1st Shift,FULL TIME,9,,
1-7001932426,ITM UNIVERSITY - GWALIOR (SCHOOL OF ENGINEERING & TECHNOLOGY),"ITM UNIVERSITY CAMPUS, NH-75, JHANSI ROAD,",GWALIOR,State Private University,N,N,1-779129551,ITM UNIVERSITY - GWALIOR (SCHOOL OF ENGINEERING & TECHNOLOGY),Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"ITM University , Gwalior",UNDER GRADUATE,CIVIL ENGINEERING,1st Shift,FULL TIME,60,,
1-7001932426,ITM UNIVERSITY - GWALIOR (SCHOOL OF ENGINEERING & TECHNOLOGY),"ITM UNIVERSITY CAMPUS, NH-75, JHANSI ROAD,",GWALIOR,State Private University,N,N,1-779129551,ITM UNIVERSITY - GWALIOR (SCHOOL OF ENGINEERING & TECHNOLOGY),Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"ITM University , Gwalior",UNDER GRADUATE,COMPUTER SCIENCE & ENGINEERING,1st Shift,FULL TIME,120,,
1-7001932426,ITM UNIVERSITY - GWALIOR (SCHOOL OF ENGINEERING & TECHNOLOGY),"ITM UNIVERSITY CAMPUS, NH-75, JHANSI ROAD,",GWALIOR,State Private University,N,N,1-779129551,ITM UNIVERSITY - GWALIOR (SCHOOL OF ENGINEERING & TECHNOLOGY),Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"ITM University , Gwalior",UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,1st Shift,FULL TIME,60,,
1-7001932426,ITM UNIVERSITY - GWALIOR (SCHOOL OF ENGINEERING & TECHNOLOGY),"ITM UNIVERSITY CAMPUS, NH-75, JHANSI ROAD,",GWALIOR,State Private University,N,N,1-779129551,ITM UNIVERSITY - GWALIOR (SCHOOL OF ENGINEERING & TECHNOLOGY),Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"ITM University , Gwalior",UNDER GRADUATE,MECHANICAL ENGINEERING,1st Shift,FULL TIME,60,,
1-7001932426,ITM UNIVERSITY - GWALIOR (SCHOOL OF ENGINEERING & TECHNOLOGY),"ITM UNIVERSITY CAMPUS, NH-75, JHANSI ROAD,",GWALIOR,State Private University,N,N,1-779129551,ITM UNIVERSITY - GWALIOR (SCHOOL OF ENGINEERING & TECHNOLOGY),Madhya Pradesh,MANAGEMENT,"ITM University , Gwalior",POST GRADUATE,MBA,1st Shift,FULL TIME,120,,
